team_a,team_b,result
Malta,Moldova,1
New Zealand,Malaysia,1
Gambia,Madagascar,1
Liberia,Equatorial Guinea,0
Togo,Algeria,0
Eswatini,Mozambique,0
Kenya,Cameroon,0
Zimbabwe,Namibia,1
Nicaragua,French Guiana,1
Jamaica,Honduras,1
Jamaica,Honduras,0
Trinidad and Tobago,Cuba,1
Curaçao,Grenada,1
Saint Lucia,Saint Martin,0
Puerto Rico,Sint Maarten,1
Aruba,Haiti,0
Belgium,France,0
Italy,Israel,1
Bosnia and Herzegovina,Hungary,0
Germany,Netherlands,1
Georgia,Albania,0
Ukraine,Czechia,1
Ukraine,Czechia,0
Iceland,Turkey,0
Wales,Montenegro,1
Azerbaijan,Slovakia,0
Estonia,Sweden,0
Tajikistan,Philippines,0
Thailand,Syria,1
Canada,Panama,1
Hong Kong,Cambodia,1
Mexico,United States,1
Comoros,Tunisia,1
Comoros,Tunisia,0
Lesotho,Gabon,0
Morocco,Central African Republic,1
Mauritania,Egypt,0
Botswana,Cabo Verde,1
Rwanda,Benin,1
Sudan,Ghana,1
Niger,Angola,0
Chad,Zambia,0
Sierra Leone,Côte d'Ivoire,1
Tanzania,DR Congo,0
Ethiopia,Guinea,0
Guinea-Bissau,Mali,1
Guinea-Bissau,Mali,0
South Sudan,Uganda,0
Congo,South Africa,1
Congo,South Africa,0
Malawi,Senegal,0
Costa Rica,Guatemala,1
Guadeloupe,Martinique,1
Guadeloupe,Martinique,0
Suriname,Guyana,1
Dominican Republic,Antigua and Barbuda,1
Bermuda,Dominica,1
Barbados,Bahamas,1
Belize,Turks and Caicos Islands,1
Saint Kitts and Nevis,Cayman Islands,1
Saint Kitts and Nevis,Cayman Islands,0
Scotland,Portugal,1
Scotland,Portugal,0
Poland,Croatia,1
Poland,Croatia,0
Spain,Serbia,1
Switzerland,Denmark,1
Switzerland,Denmark,0
Kosovo,Cyprus,1
Lithuania,Romania,0
Northern Ireland,Bulgaria,1
Belarus,Luxembourg,1
Belarus,Luxembourg,0
Colombia,Chile,1
Paraguay,Venezuela,1
Uruguay,Ecuador,1
Uruguay,Ecuador,0
Argentina,Bolivia,1
Brazil,Peru,1
Uzbekistan,United Arab Emirates,1
Iran,Qatar,1
Kyrgyzstan,North Korea,1
Jordan,Oman,1
Palestine,Kuwait,1
Palestine,Kuwait,0
Korea Republic,Iraq,1
Japan,Australia,1
Japan,Australia,0
China,Indonesia,1
Saudi Arabia,Bahrain,1
Saudi Arabia,Bahrain,0
Timor-Leste,Brunei,1
Timor-Leste,Brunei,0
Bangladesh,Maldives,0
Tajikistan,Nepal,1
Liberia,Togo,1
Chad,Sierra Leone,1
Chad,Sierra Leone,0
Namibia,Cameroon,1
Namibia,Cameroon,0
Belgium,Italy,0
France,Israel,1
France,Israel,0
Republic of Ireland,Finland,1
Greece,England,0
Kazakhstan,Austria,0
Slovenia,Norway,0
North Macedonia,Latvia,1
Armenia,Faroe Islands,0
Montserrat,Saint Vincent and the Grenadines,0
El Salvador,Bonaire,1
Belize,French Guiana,1
Saint Kitts and Nevis,Cuba,1
Costa Rica,Panama,0
Jamaica,United States,0
Hong Kong,Philippines,1
Malaysia,Laos,1
Malta,Liechtenstein,1
Singapore,Myanmar,1
Thailand,Lebanon,1
Thailand,Lebanon,0
Venezuela,Brazil,1
Venezuela,Brazil,0
Ecuador,Bolivia,1
Paraguay,Argentina,1
Solomon Islands,New Caledonia,0
Papua New Guinea,Fiji,1
Papua New Guinea,Fiji,0
North Korea,Iran,0
Qatar,Uzbekistan,1
United Arab Emirates,Kyrgyzstan,1
Kuwait,Korea Republic,0
Iraq,Jordan,1
Iraq,Jordan,0
Oman,Palestine,1
Bahrain,China,0
Australia,Saudi Arabia,1
Australia,Saudi Arabia,0
Madagascar,Tunisia,0
Lesotho,Central African Republic,1
Rwanda,Libya,0
Benin,Nigeria,1
Benin,Nigeria,0
Equatorial Guinea,Algeria,1
Equatorial Guinea,Algeria,0
Niger,Sudan,1
South Sudan,Congo,1
Burundi,Malawi,1
Burundi,Malawi,0
Burkina Faso,Senegal,0
Portugal,Poland,1
Scotland,Croatia,1
Denmark,Spain,0
Switzerland,Serbia,1
Switzerland,Serbia,0
Cyprus,Lithuania,1
Romania,Kosovo,1
Romania,Kosovo,0
Northern Ireland,Belarus,1
Luxembourg,Bulgaria,0
San Marino,Gibraltar,1
San Marino,Gibraltar,0
Saint Lucia,Grenada,0
Curaçao,Saint Martin,1
Puerto Rico,Aruba,1
Sint Maarten,Haiti,0
Barbados,Guyana,0
Cayman Islands,Guadeloupe,0
Honduras,Mexico,1
Suriname,Canada,0
Peru,Chile,1
Peru,Chile,0
Uruguay,Colombia,1
Samoa,Tahiti,0
New Zealand,Vanuatu,1
Indonesia,Japan,0
Russia,Brunei,1
Gambia,Comoros,0
Gabon,Morocco,0
Botswana,Mauritania,1
Botswana,Mauritania,0
Cabo Verde,Egypt,1
Cabo Verde,Egypt,0
Angola,Ghana,1
Angola,Ghana,0
Zambia,Côte d'Ivoire,1
Eswatini,Guinea-Bissau,1
Eswatini,Guinea-Bissau,0
Mozambique,Mali,0
Zimbabwe,Kenya,1
Zimbabwe,Kenya,0
Uganda,South Africa,0
Germany,Bosnia and Herzegovina,1
Netherlands,Hungary,1
Albania,Czechia,1
Albania,Czechia,0
Georgia,Ukraine,1
Georgia,Ukraine,0
Montenegro,Iceland,0
Turkey,Wales,1
Turkey,Wales,0
Azerbaijan,Estonia,1
Azerbaijan,Estonia,0
Sweden,Slovakia,1
Andorra,Moldova,0
Bermuda,Antigua and Barbuda,1
Dominican Republic,Dominica,1
Bangladesh,Maldives,1
Nepal,Afghanistan,1
Sri Lanka,Yemen,1
Ethiopia,Tanzania,0
Guinea,DR Congo,1
Israel,Belgium,1
Italy,France,0
England,Republic of Ireland,1
Finland,Greece,0
Norway,Kazakhstan,1
Austria,Slovenia,1
Austria,Slovenia,0
North Macedonia,Faroe Islands,1
Latvia,Armenia,0
Saint Vincent and the Grenadines,Bonaire,1
El Salvador,Montserrat,1
Thailand,Laos,1
Thailand,Laos,0
Fiji,New Caledonia,1
Fiji,New Caledonia,0
Papua New Guinea,Solomon Islands,0
Algeria,Liberia,1
Togo,Equatorial Guinea,1
Croatia,Portugal,1
Croatia,Portugal,0
Poland,Scotland,0
Serbia,Denmark,1
Serbia,Denmark,0
Spain,Switzerland,1
Kosovo,Lithuania,1
Romania,Cyprus,1
Luxembourg,Northern Ireland,1
Luxembourg,Northern Ireland,0
Bulgaria,Belarus,1
Bulgaria,Belarus,0
Liechtenstein,San Marino,0
Grenada,Saint Martin,0
Saint Lucia,Curaçao,0
Aruba,Sint Maarten,0
Puerto Rico,Haiti,0
Cuba,Saint Kitts and Nevis,1
Panama,Costa Rica,1
Panama,Costa Rica,0
United States,Jamaica,1
India,Malaysia,1
India,Malaysia,0
Singapore,Taiwan,0
Tahiti,Vanuatu,1
New Zealand,Samoa,1
Tunisia,Gambia,0
Comoros,Madagascar,1
Morocco,Lesotho,1
Central African Republic,Gabon,0
Nigeria,Rwanda,0
Libya,Benin,1
Libya,Benin,0
Ghana,Niger,0
Sudan,Angola,1
Sudan,Angola,0
Malawi,Burkina Faso,1
Bosnia and Herzegovina,Netherlands,1
Bosnia and Herzegovina,Netherlands,0
Hungary,Germany,1
Hungary,Germany,0
Albania,Ukraine,0
Czechia,Georgia,1
Wales,Iceland,1
Montenegro,Turkey,1
Slovakia,Estonia,1
Sweden,Azerbaijan,1
Malta,Andorra,1
Malta,Andorra,0
Antigua and Barbuda,Dominica,1
Antigua and Barbuda,Dominica,0
Dominican Republic,Bermuda,1
French Guiana,Belize,1
French Guiana,Belize,0
Guadeloupe,Cayman Islands,1
Guyana,Barbados,1
Canada,Suriname,1
Mexico,Honduras,1
Gibraltar,Moldova,1
Gibraltar,Moldova,0
Hong Kong,Mauritius,1
Myanmar,Lebanon,0
Russia,Syria,1
Sri Lanka,Yemen,0
Tajikistan,Afghanistan,1
Bolivia,Paraguay,1
Bolivia,Paraguay,0
Colombia,Ecuador,0
Argentina,Peru,1
Chile,Venezuela,1
Brazil,Uruguay,1
Brazil,Uruguay,0
North Korea,Uzbekistan,0
Kyrgyzstan,Iran,0
United Arab Emirates,Qatar,1
Palestine,Korea Republic,1
Palestine,Korea Republic,0
Oman,Iraq,0
Kuwait,Jordan,1
Kuwait,Jordan,0
Bahrain,Australia,1
Bahrain,Australia,0
Indonesia,Saudi Arabia,1
China,Japan,0
Egypt,Botswana,1
Egypt,Botswana,0
Mauritania,Cabo Verde,1
Côte d'Ivoire,Chad,1
Sierra Leone,Zambia,0
DR Congo,Ethiopia,0
Tanzania,Guinea,1
Mali,Eswatini,1
Guinea-Bissau,Mozambique,0
Cameroon,Zimbabwe,1
Kenya,Namibia,1
Kenya,Namibia,0
South Africa,South Sudan,1
Congo,Uganda,0
Senegal,Burundi,1
Cambodia,Malaysia,1
Cambodia,Malaysia,0
Timor-Leste,Thailand,0
Hong Kong,Mongolia,1
Myanmar,Indonesia,0
Laos,Vietnam,0
Solomon Islands,Vanuatu,1
Singapore,Cambodia,1
Malaysia,Timor-Leste,1
Taiwan,Mongolia,1
Philippines,Myanmar,1
Philippines,Myanmar,0
Indonesia,Laos,1
Indonesia,Laos,0
Fiji,Vanuatu,1
Fiji,Vanuatu,0
Timor-Leste,Singapore,0
Thailand,Malaysia,1
Macau,Guam,0
Hong Kong,Taiwan,1
Laos,Philippines,1
Laos,Philippines,0
Vietnam,Indonesia,1
Papua New Guinea,Fiji,1
Papua New Guinea,Fiji,0
Cambodia,Timor-Leste,1
Singapore,Thailand,0
Hong Kong,Guam,1
Myanmar,Laos,1
Philippines,Vietnam,1
Philippines,Vietnam,0
Solomon Islands,Papua New Guinea,0
Thailand,Cambodia,1
Malaysia,Singapore,1
Malaysia,Singapore,0
Vietnam,Myanmar,1
Indonesia,Philippines,0
Kuwait,Oman,1
Kuwait,Oman,0
Qatar,United Arab Emirates,1
Qatar,United Arab Emirates,0
Vanuatu,Papua New Guinea,0
Solomon Islands,Fiji,0
Iraq,Yemen,1
Saudi Arabia,Bahrain,0
Oman,Qatar,1
Kuwait,United Arab Emirates,1
Yemen,Saudi Arabia,0
Bahrain,Iraq,1
Singapore,Vietnam,0
Philippines,Thailand,1
Kuwait,Qatar,1
Kuwait,Qatar,0
United Arab Emirates,Oman,1
United Arab Emirates,Oman,0
Iraq,Saudi Arabia,0
Bahrain,Yemen,0
Vietnam,Singapore,1
Thailand,Philippines,1
Oman,Saudi Arabia,1
Kuwait,Bahrain,0
Vietnam,Thailand,1
Zanzibar,Tanzania,1
Oman,Bahrain,0
Burkina Faso,Kenya,1
Burkina Faso,Kenya,0
Thailand,Vietnam,0
Zanzibar,Burkina Faso,0
Tanzania,Kenya,0
Tanzania,Burkina Faso,0
Zanzibar,Kenya,1
Zanzibar,Burkina Faso,1
United States,Venezuela,1
United States,Costa Rica,1
Uzbekistan,Jordan,1
Uzbekistan,Jordan,0
Jamaica,Trinidad and Tobago,1
Chile,Panama,1
Jamaica,Trinidad and Tobago,1
Jamaica,Trinidad and Tobago,0
Oman,Sudan,1
Oman,Sudan,0
Saint Vincent and the Grenadines,Grenada,1
Saint Vincent and the Grenadines,Grenada,0
Oman,Sudan,1
Oman,Sudan,0
Jordan,North Korea,1
Jordan,North Korea,0
Honduras,Guatemala,0
Hong Kong,Macau,1
India,Maldives,1
Vietnam,Cambodia,1
Eswatini,Cameroon,1
Eswatini,Cameroon,0
Liberia,Tunisia,0
Central African Republic,Madagascar,0
Kazakhstan,Curaçao,1
Russia,Grenada,1
Canada,Mexico,0
United States,Panama,0
Croatia,France,1
Denmark,Portugal,1
Italy,Germany,0
Netherlands,Spain,1
Netherlands,Spain,0
Austria,Serbia,1
Austria,Serbia,0
Greece,Scotland,0
Turkey,Hungary,1
Ukraine,Belgium,1
Armenia,Georgia,0
Bulgaria,Republic of Ireland,0
Kosovo,Iceland,1
Slovakia,Slovenia,1
Slovakia,Slovenia,0
Laos,Sri Lanka,0
Tajikistan,Belarus,0
Paraguay,Chile,1
Peru,Bolivia,1
Brazil,Colombia,1
Iran,United Arab Emirates,1
Uzbekistan,Kyrgyzstan,1
Qatar,North Korea,1
Korea Republic,Oman,1
Korea Republic,Oman,0
Iraq,Kuwait,1
Iraq,Kuwait,0
Jordan,Palestine,1
Japan,Bahrain,1
Australia,Indonesia,1
Saudi Arabia,China,1
Sierra Leone,Guinea-Bissau,1
Zimbabwe,Benin,1
Zimbabwe,Benin,0
Cabo Verde,Mauritius,1
Libya,Angola,1
Libya,Angola,0
Gambia,Kenya,1
Gambia,Kenya,0
Gabon,Seychelles,1
Mozambique,Uganda,1
Malawi,Namibia,0
Comoros,Mali,0
Lebanon,Timor-Leste,1
Belize,Costa Rica,0
Guyana,Guatemala,1
Bermuda,Honduras,0
Saint Vincent and the Grenadines,Jamaica,1
Saint Vincent and the Grenadines,Jamaica,0
Suriname,Martinique,1
Guadeloupe,Nicaragua,1
Cuba,Trinidad and Tobago,0
Northern Ireland,Switzerland,1
Northern Ireland,Switzerland,0
Puerto Rico,Dominican Republic,1
Puerto Rico,Dominican Republic,0
Singapore,Nepal,0
Thailand,Afghanistan,1
Ecuador,Venezuela,1
Uruguay,Argentina,0
New Caledonia,Tahiti,1
New Zealand,Fiji,1
Burkina Faso,Djibouti,1
Ethiopia,Egypt,0
DR Congo,South Sudan,1
Rwanda,Nigeria,0
South Africa,Lesotho,0
Morocco,Niger,1
Burundi,Côte d'Ivoire,0
Botswana,Algeria,0
Guinea,Somalia,1
Guinea,Somalia,0
Equatorial Guinea,São Tomé and Príncipe,1
Ghana,Chad,1
Malta,Finland,0
Poland,Lithuania,1
Cyprus,San Marino,1
Romania,Bosnia and Herzegovina,0
England,Albania,1
Andorra,Latvia,0
Azerbaijan,Haiti,0
Luxembourg,Sweden,1
Togo,Mauritania,1
Togo,Mauritania,0
Sudan,Senegal,1
Sudan,Senegal,0
Moldova,Norway,0
Israel,Estonia,1
Liechtenstein,North Macedonia,0
Wales,Kazakhstan,1
Montenegro,Gibraltar,1
Czechia,Faroe Islands,1
United States,Canada,0
Panama,Mexico,0
France,Croatia,1
Germany,Italy,1
Germany,Italy,0
Portugal,Denmark,1
Spain,Netherlands,1
Spain,Netherlands,0
Belgium,Ukraine,1
Hungary,Turkey,0
Scotland,Greece,0
Serbia,Austria,1
Georgia,Armenia,1
Iceland,Kosovo,0
Republic of Ireland,Bulgaria,1
Slovenia,Slovakia,1
Eswatini,Mauritius,1
Eswatini,Mauritius,0
Kenya,Gabon,0
New Zealand,New Caledonia,1
Guinea-Bissau,Burkina Faso,0
Ethiopia,Djibouti,1
Côte d'Ivoire,Gambia,1
Namibia,Equatorial Guinea,1
Namibia,Equatorial Guinea,0
Liberia,São Tomé and Príncipe,1
Tunisia,Malawi,1
Central African Republic,Mali,1
Central African Republic,Mali,0
Madagascar,Ghana,0
Lithuania,Finland,1
Lithuania,Finland,0
Poland,Malta,1
Bosnia and Herzegovina,Cyprus,1
San Marino,Romania,0
England,Latvia,1
Albania,Andorra,1
Tajikistan,Timor-Leste,1
Philippines,Maldives,1
Bhutan,Yemen,1
Bhutan,Yemen,0
Lebanon,Brunei,1
India,Bangladesh,1
India,Bangladesh,0
Singapore,Hong Kong,1
Singapore,Hong Kong,0
Taiwan,Turkmenistan,0
Thailand,Sri Lanka,1
Myanmar,Afghanistan,1
Syria,Pakistan,1
Vietnam,Laos,1
Malaysia,Nepal,1
Costa Rica,Belize,1
Guatemala,Guyana,1
Honduras,Bermuda,1
Jamaica,Saint Vincent and the Grenadines,1
Martinique,Suriname,0
Nicaragua,Guadeloupe,0
Trinidad and Tobago,Cuba,1
Azerbaijan,Belarus,0
Russia,Zambia,1
Cambodia,Aruba,0
Dominican Republic,Puerto Rico,1
Niger,Bonaire,1
Sweden,Northern Ireland,1
Switzerland,Luxembourg,1
Bolivia,Uruguay,1
Bolivia,Uruguay,0
Colombia,Paraguay,1
Colombia,Paraguay,0
Venezuela,Peru,1
Argentina,Brazil,1
Chile,Ecuador,1
Chile,Ecuador,0
Iran,Uzbekistan,1
Iran,Uzbekistan,0
Kyrgyzstan,Qatar,1
North Korea,United Arab Emirates,0
Korea Republic,Jordan,1
Korea Republic,Jordan,0
Kuwait,Oman,0
Palestine,Iraq,1
China,Australia,0
Japan,Saudi Arabia,1
Japan,Saudi Arabia,0
Indonesia,Bahrain,1
Egypt,Sierra Leone,1
Mauritania,DR Congo,0
Senegal,Togo,1
Sudan,South Sudan,1
Sudan,South Sudan,0
Benin,South Africa,0
Nigeria,Zimbabwe,1
Nigeria,Zimbabwe,0
Rwanda,Lesotho,1
Rwanda,Lesotho,0
Angola,Cabo Verde,0
Cameroon,Libya,1
Morocco,Tanzania,1
Burundi,Seychelles,1
Uganda,Guinea,1
Botswana,Somalia,1
Algeria,Mozambique,1
Comoros,Chad,1
Moldova,Estonia,0
Israel,Norway,0
Liechtenstein,Kazakhstan,0
North Macedonia,Wales,1
North Macedonia,Wales,0
Gibraltar,Czechia,0
Montenegro,Faroe Islands,1
Dominica,Barbados,1
Dominica,Barbados,0
Dominica,Barbados,1
Dominica,Barbados,0
Saint Kitts and Nevis,Saint Vincent and the Grenadines,0
Anguilla,Saint Kitts and Nevis,0
Saint Vincent and the Grenadines,Saint Kitts and Nevis,1
Jamaica,Trinidad and Tobago,1
Nigeria,Ghana,1
Oman,Lebanon,1
Malaysia,Cabo Verde,1
Malaysia,Cabo Verde,0
Saint Vincent and the Grenadines,British Virgin Islands,1
Saint Vincent and the Grenadines,British Virgin Islands,0
Saudi Arabia,Jordan,1
Trinidad and Tobago,Ghana,0
Jamaica,Nigeria,1
Jamaica,Nigeria,0
Grenada,Anguilla,1
El Salvador,Guatemala,1
El Salvador,Guatemala,0
Puerto Rico,Nicaragua,1
Puerto Rico,Nicaragua,0
Tunisia,Burkina Faso,1
Malaysia,Cabo Verde,0
Germany,Portugal,0
Thailand,India,1
Bangladesh,Bhutan,1
Bermuda,Cayman Islands,1
Grenada,Bahamas,1
Barbados,Aruba,1
Barbados,Aruba,0
Montserrat,Belize,1
Dominica,British Virgin Islands,1
Saint Vincent and the Grenadines,Anguilla,1
Spain,France,1
Algeria,Rwanda,1
Belarus,Kazakhstan,1
Cambodia,Tajikistan,0
DR Congo,Mali,1
Georgia,Faroe Islands,1
Hong Kong,Nepal,1
Hong Kong,Nepal,0
Singapore,Maldives,1
Ecuador,Brazil,1
Ecuador,Brazil,0
Paraguay,Uruguay,1
Chile,Argentina,0
United Arab Emirates,Uzbekistan,1
United Arab Emirates,Uzbekistan,0
North Korea,Kyrgyzstan,1
North Korea,Kyrgyzstan,0
Qatar,Iran,1
Oman,Jordan,0
Iraq,Korea Republic,0
Kuwait,Palestine,0
Bahrain,Saudi Arabia,0
Australia,Japan,1
Indonesia,China,1
Sri Lanka,Brunei,1
Bulgaria,Cyprus,1
Bulgaria,Cyprus,0
Burundi,Guinea-Bissau,1
Central African Republic,Mauritania,1
Equatorial Guinea,Gambia,0
Hungary,Sweden,0
Kosovo,Armenia,1
Luxembourg,Slovenia,0
Morocco,Tunisia,1
Niger,Gabon,1
Poland,Moldova,1
Republic of Ireland,Senegal,1
Republic of Ireland,Senegal,0
Scotland,Iceland,0
South Africa,Tanzania,1
South Africa,Tanzania,0
Uganda,Cameroon,0
Zimbabwe,Burkina Faso,0
Russia,Nigeria,1
Russia,Nigeria,0
Colombia,Peru,1
Colombia,Peru,0
Venezuela,Bolivia,1
Norway,Italy,1
Estonia,Israel,0
Wales,Liechtenstein,1
North Macedonia,Belgium,1
North Macedonia,Belgium,0
Czechia,Montenegro,1
Gibraltar,Croatia,0
Antigua and Barbuda,Cuba,0
Trinidad and Tobago,Saint Kitts and Nevis,1
Curaçao,Saint Lucia,1
Nicaragua,Guyana,1
Guatemala,Dominican Republic,1
Suriname,Puerto Rico,1
Denmark,Northern Ireland,1
Greece,Slovakia,1
Latvia,Azerbaijan,1
Latvia,Azerbaijan,0
Mexico,Switzerland,0
United States,Turkey,0
Malta,Lithuania,1
Malta,Lithuania,0
Finland,Netherlands,0
Bosnia and Herzegovina,San Marino,1
Austria,Romania,1
Andorra,England,0
Albania,Serbia,1
Albania,Serbia,0
Canada,Ukraine,1
Côte d'Ivoire,New Zealand,0
Kenya,Chad,1
Kenya,Chad,0
Cayman Islands,Honduras,0
Bahamas,Costa Rica,0
Aruba,Haiti,0
Belize,Panama,0
British Virgin Islands,Jamaica,0
Anguilla,El Salvador,0
Germany,France,0
Portugal,Spain,1
Portugal,Spain,0
DR Congo,Madagascar,1
Georgia,Cabo Verde,1
Georgia,Cabo Verde,0
Algeria,Rwanda,1
Equatorial Guinea,Cameroon,1
Equatorial Guinea,Cameroon,0
Gabon,Guinea-Bissau,1
Kosovo,Comoros,1
Liechtenstein,Scotland,0
Montenegro,Armenia,1
Montenegro,Armenia,0
Morocco,Benin,1
Uganda,Gambia,1
Uganda,Gambia,0
Italy,Moldova,1
Estonia,Norway,0
Kazakhstan,North Macedonia,0
Belgium,Wales,1
Faroe Islands,Gibraltar,1
Croatia,Czechia,1
Timor-Leste,Maldives,1
Philippines,Tajikistan,1
Philippines,Tajikistan,0
Brunei,Bhutan,1
Yemen,Lebanon,1
Yemen,Lebanon,0
Bangladesh,Singapore,0
Hong Kong,India,1
Sri Lanka,Taiwan,1
Turkmenistan,Thailand,1
Myanmar,Pakistan,1
Afghanistan,Syria,0
Laos,Nepal,1
Malaysia,Vietnam,1
Azerbaijan,Hungary,0
Burundi,Mauritania,1
Burundi,Mauritania,0
Chad,Kenya,0
Denmark,Lithuania,1
England,Senegal,0
Greece,Bulgaria,1
Israel,Slovakia,1
Luxembourg,Republic of Ireland,1
Luxembourg,Republic of Ireland,0
Mexico,Turkey,1
Niger,Zimbabwe,1
Niger,Zimbabwe,0
Northern Ireland,Iceland,1
Slovenia,Bosnia and Herzegovina,1
South Africa,Mozambique,1
Sweden,Algeria,1
United States,Switzerland,0
Bolivia,Chile,1
Uruguay,Venezuela,1
Peru,Ecuador,1
Peru,Ecuador,0
Argentina,Colombia,1
Argentina,Colombia,0
Brazil,Paraguay,1
Uzbekistan,Qatar,1
Iran,North Korea,1
Kyrgyzstan,United Arab Emirates,1
Kyrgyzstan,United Arab Emirates,0
Korea Republic,Kuwait,1
Jordan,Iraq,0
Palestine,Oman,1
Palestine,Oman,0
China,Bahrain,1
Japan,Indonesia,1
Saudi Arabia,Australia,0
Netherlands,Malta,1
Finland,Poland,1
San Marino,Austria,0
Romania,Cyprus,1
Serbia,Andorra,1
Latvia,Albania,1
Latvia,Albania,0
New Zealand,Ukraine,0
Canada,Côte d'Ivoire,1
Canada,Côte d'Ivoire,0
Belarus,Russia,0
Cuba,Bermuda,0
Honduras,Antigua and Barbuda,1
Saint Kitts and Nevis,Grenada,0
Costa Rica,Trinidad and Tobago,1
Saint Lucia,Barbados,1
Haiti,Curaçao,0
Guyana,Montserrat,1
Panama,Nicaragua,1
Dominican Republic,Dominica,1
Jamaica,Guatemala,1
Puerto Rico,Saint Vincent and the Grenadines,1
El Salvador,Suriname,1
El Salvador,Suriname,0
Mexico,Dominican Republic,1
Costa Rica,Suriname,1
United States,Trinidad and Tobago,1
Haiti,Saudi Arabia,0
Panama,Guadeloupe,1
Jamaica,Guatemala,0
Curaçao,El Salvador,1
Curaçao,El Salvador,0
Canada,Honduras,1
Costa Rica,Dominican Republic,1
Suriname,Mexico,0
Trinidad and Tobago,Haiti,1
Trinidad and Tobago,Haiti,0
United States,Saudi Arabia,1
Jamaica,Guadeloupe,1
Guatemala,Panama,0
Curaçao,Canada,1
Curaçao,Canada,0
Honduras,El Salvador,1
Mexico,Costa Rica,1
Mexico,Costa Rica,0
Dominican Republic,Suriname,1
Dominican Republic,Suriname,0
Saudi Arabia,Trinidad and Tobago,1
Saudi Arabia,Trinidad and Tobago,0
United States,Haiti,1
Honduras,Curaçao,1
Canada,El Salvador,1
Panama,Jamaica,1
Guadeloupe,Guatemala,0
Panama,Honduras,1
Panama,Honduras,0
Mexico,Saudi Arabia,1
Canada,Guatemala,1
Canada,Guatemala,0
United States,Costa Rica,1
United States,Costa Rica,0
Tamil Eelam,Tibet,1
United States,Guatemala,1
Mexico,Honduras,1
Tamil Eelam,East Turkestan,1
Tibet,East Turkestan,0
Tamil Eelam,East Turkestan,1
United States,Mexico,0
Hitra,Isle of Man,0
Orkney,Frøya,1
Gozo,Shetland,1
Gozo,Shetland,0
Orkney,Hitra,1
Isle of Man,Frøya,1
Jersey,Gozo,1
Ynys Môn,Western Isles,1
Orkney,Isle of Man,0
Frøya,Hitra,0
Jersey,Shetland,1
Jersey,Shetland,0
Hitra,Frøya,1
Gozo,Western Isles,1
Gozo,Western Isles,0
Orkney,Shetland,1
Isle of Man,Ynys Môn,0
Isle of Man,Jersey,1
United States Virgin Islands,Turks and Caicos Islands,1
United States Virgin Islands,Turks and Caicos Islands,0
Marshall Islands,United States Virgin Islands,0
Turks and Caicos Islands,Marshall Islands,1
Qatar,Lebanon,1
Qatar,Lebanon,0
Qatar,Bahrain,1
Qatar,Bahrain,0
Seychelles,Gabon,0
Gibraltar,Albania,0
Malaysia,Singapore,1
Norway,Finland,1
Russia,Jordan,1
Russia,Jordan,0
Saudi Arabia,North Macedonia,1
United Arab Emirates,Syria,1
Colombia,Bolivia,1
Argentina,Venezuela,1
Paraguay,Ecuador,1
Paraguay,Ecuador,0
Uruguay,Peru,1
Brazil,Chile,1
Guinea-Bissau,Sierra Leone,1
Guinea-Bissau,Sierra Leone,0
Angola,Libya,0
Cameroon,Eswatini,1
Mauritius,Cabo Verde,0
Algeria,Botswana,1
São Tomé and Príncipe,Equatorial Guinea,0
Tunisia,Liberia,1
Chad,Ghana,1
Chad,Ghana,0
Madagascar,Central African Republic,1
Mali,Comoros,1
Luxembourg,Northern Ireland,0
Slovakia,Germany,1
Georgia,Turkey,0
Bulgaria,Spain,0
Lithuania,Malta,1
Lithuania,Malta,0
Netherlands,Poland,1
Netherlands,Poland,0
Kazakhstan,Wales,0
Liechtenstein,Belgium,0
Iraq,Hong Kong,1
Thailand,Fiji,1
Suriname,Panama,1
Suriname,Panama,0
Guatemala,El Salvador,0
Australia,New Zealand,1
Indonesia,Taiwan,1
Romania,Canada,0
Djibouti,Burkina Faso,0
Egypt,Ethiopia,1
South Sudan,DR Congo,0
Mauritania,Togo,1
Senegal,Sudan,1
Benin,Zimbabwe,1
South Africa,Lesotho,1
Congo,Tanzania,1
Congo,Tanzania,0
Morocco,Niger,1
Kenya,Gambia,0
Côte d'Ivoire,Burundi,1
Somalia,Guinea,0
Uganda,Mozambique,1
Namibia,Malawi,0
Slovenia,Sweden,1
Slovenia,Sweden,0
Switzerland,Kosovo,1
Denmark,Scotland,1
Denmark,Scotland,0
Greece,Belarus,1
Iceland,Azerbaijan,1
Ukraine,France,0
Italy,Estonia,1
Moldova,Israel,0
Faroe Islands,Croatia,0
Montenegro,Czechia,0
Bermuda,Jamaica,0
Trinidad and Tobago,Curaçao,1
Trinidad and Tobago,Curaçao,0
Haiti,Honduras,1
Haiti,Honduras,0
Nicaragua,Costa Rica,1
Nicaragua,Costa Rica,0
Sri Lanka,Maldives,0
Mexico,Japan,1
Mexico,Japan,0
Nepal,Bangladesh,1
Nepal,Bangladesh,0
United States,Korea Republic,0
Nigeria,Rwanda,1
Republic of Ireland,Hungary,1
Republic of Ireland,Hungary,0
Armenia,Portugal,0
Austria,Cyprus,1
San Marino,Bosnia and Herzegovina,0
Latvia,Serbia,0
England,Andorra,1
Central African Republic,Comoros,0
Germany,Northern Ireland,1
Luxembourg,Slovakia,0
Georgia,Bulgaria,1
Turkey,Spain,0
Lithuania,Netherlands,0
Poland,Finland,1
